일련번호,공연제목,상세주소,공연이미지,등록일자
B046-7249,dingo music concert 〈Killing Voice〉,https://www.globalinterpark.com/en/product/24010728?prdNo=24010728,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7249,2024-08-06
B046-7248,god 2024 CONCERT 〈CHAPTER 0〉,https://www.globalinterpark.com/en/product/24010361?prdNo=24010361,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7248,2024-08-06
B046-7247,2024 ZEROBASEONE THE FIRST TOUR ［TIMELESS WORLD］ IN SEOUL,https://www.globalinterpark.com/en/product/24010841?prdNo=24010841,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7247,2024-08-06
B046-7246,2024 RIIZE FAN－CON ‘RIIZING DAY’ FINALE in SEOUL,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=210031,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7246,2024-08-06
B046-7245,"2024 성시경 with friends ［자, 오늘은］",https://www.globalinterpark.com/en/product/24011164?prdNo=24011164,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7245,2024-08-06
B046-7244,CHA EUN-WOO 2024 Just One 10 Minute ［Mystery Elevator］ Encore in Seoul,https://www.globalinterpark.com/en/product/24007152?prdNo=24007152,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7244,2024-07-01
B046-7243,10CM 1st Fan Concert 〈10CM YOU〉,https://www.globalinterpark.com/en/product/24008197?prdNo=24008197,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7243,2024-07-01
B046-7242,"2024 Red Velvet FANCON TOUR &lt;HAPPINESS : My Dear, ReVe1uv&gt; in SEOUL",https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=210009,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7242,2024-08-01
B046-7241,2024 (G)I-DLE WORLD TOUR [iDOL] IN SEOUL,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=209948,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7241,2024-08-01
B046-7240,DPR SEOUL CONCERT 2024 ［The Dream Reborn Tour］,https://www.globalinterpark.com/en/product/24007989?prdNo=24007989,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7240,2024-07-12
B046-7239,2024 SG Wannabe Concert : Our Song ENCORE,https://www.globalinterpark.com/en/product/24006691?prdNo=24006691,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7239,2024-07-20
B046-7238,2024 Whee In 1ST WORLD TOUR：WHEE IN THE MOOD［BEYOND］ENCORE,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=209970,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7238,2024-07-20
B046-7237,IVE THE 1ST WORLD TOUR ‘SHOW WHAT I HAVE’－ENCORE,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=209989,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7237,2024-08-06
B046-7236,2024 PARK SEO JUN FANMEETING ‘SEO JUN TIME’,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=210011,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7236,2024-08-06
B046-7235,2024 TREASURE RELAY TOUR [REBOOT] FINAL IN SEOUL,https://www.globalinterpark.com/en/product/24008528?prdNo=24008528,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7235,2024-08-06
B046-7234,2024 LEE GIKWANG SOLO CONCERT ［OBSESSED］,https://www.globalinterpark.com/en/product/24009570?prdNo=24009570,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7234,2024-08-06
B046-7233,LUCY 1st WORLD TOUR written by FLOWER ENCORE in SEOUL,https://www.globalinterpark.com/en/product/24010956?prdNo=24010956,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7233,2024-08-06
B046-7232,Stray Kids World Tour〈dominATE SEOUL〉,http://ticket.yes24.com/Pages/English/Perf/FnPerfDeail.aspx?IdPerf=50301,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7232,2024-08-06
B046-7231,TAEYANG 2024 TOUR ［THE LIGHT YEAR］ IN SEOUL,https://www.globalinterpark.com/en/product/24010220?prdNo=24010220,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7231,2024-08-06
B046-7230,2024 BAEKHYUN ASIA TOUR ‘Lonsdaleite［dot］’,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=210013,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7230,2024-07-20
B046-7038,2024 KEYLAND ON：AND ON,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=209247,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7038,2023-12-20
B046-7029,10CM WINTER CONCERT ‘9+1’,https://www.globalinterpark.com/product/23015862?prdNo=23015862&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7029,2023-12-06
B046-7028,2024 KIM FEEL ENCORE CONCERT LIFE,https://www.ticketlink.co.kr/global/en/product/47422,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7028,2023-12-06
B046-7024,2024 Park Eun-bin FAN CONCERT 〈Eunbin Note : DIVA〉,https://www.globalinterpark.com/product/23017276?prdNo=23017276&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7024,2023-12-04
B046-7013,2023 Melomance Concert 〈Roman’ce Town〉,http://ticket.yes24.com/Pages/English/Perf/FnPerfDeail.aspx?IdPerf=47669,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7013,2023-11-24
B046-7012,2023 Lee Chan-won Concert,http://ticket.yes24.com/Pages/English/Perf/FnPerfDeail.aspx?IdPerf=47862,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7012,2023-11-24
B046-7004,2023 J.Y. Park CONCERT 80s Night,https://www.globalinterpark.com/product/23016747?prdNo=23016747&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=7004,2023-11-20
B046-6999,PSY ALL NIGHT STAND 2023,https://www.globalinterpark.com/product/23016343?prdNo=23016343&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6999,2023-11-16
B046-6602,2023 Sung Si Kyung Concert,https://www.globalinterpark.com/product/23016176?prdNo=23016176&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6602,2023-11-06
B046-6600,THE BOYZ 2ND WORLD TOUR : ZENERATION - ENCORE,http://ticket.yes24.com/Pages/English/Perf/FnPerfDeail.aspx?IdPerf=47586,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6600,2023-11-01
B046-6582,2023 Kim Bum Soo Concert 〈Luxury goods BACK Open run〉,https://www.globalinterpark.com/product/23014952?prdNo=23014952&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6582,2023-10-25
B046-6581,EPIK HIGH 20th ANNIVERSARY CONCERT,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=208851,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6581,2023-10-25
B046-6580,2023 BAEK Z YOUNG Tour Concert 〈BAEK SPACE〉,https://www.globalinterpark.com/product/23013281?prdNo=23013281&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6580,2023-10-25
B046-6579,GUMMY Tour Concert 2023 〈LOVE〉,https://www.globalinterpark.com/product/23014405?prdNo=23014405&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6579,2023-10-25
B046-6578,2023 TREASURE CONCERT ［REBOOT］,https://www.globalinterpark.com/product/23014702?prdNo=23014702&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6578,2023-10-25
B046-6577,2023 ROY KIM Concert 〈Roy Note〉,https://www.globalinterpark.com/product/23014851?prdNo=23014851&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6577,2023-10-25
B046-6576,Street Woman Fighter2 ［ON THE STAGE］ Tour - SEOUL,https://www.globalinterpark.com/product/23015137?prdNo=23015137&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6576,2023-10-24
B046-6575,"2023 Car, the garden Concert ［Harmony］",https://www.globalinterpark.com/product/23013906?prdNo=23013906&lang=en,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6575,2023-10-24
B046-6574,NCT127 3ND TOUR ‘NEO CITY : SEOUL - THE UNITY’,http://ticket.yes24.com/Pages/English/Perf/FnPerfDeail.aspx?IdPerf=47356,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6574,2023-10-24
B046-6573,2023 LUCIA (Sim Gyu-seon) CONCERT 〈The World Before Us〉,https://www.globalinterpark.com/product/23013646?prdNo=23013646&lang=ko,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6573,2023-10-24
B046-6572,SE SO NEON 2023 LIVE IN SEOUL,https://www.globalinterpark.com/product/23013621?prdNo=23013621&lang=ko,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6572,2023-10-24
B046-6571,2023 WOODZ World Tour ‘OO－LI and’ in Seoul,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=208729,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=6571,2023-10-24
B046-5888,TWICE WORLD TOUR TWICELIGHTS in Seoul ‘FINALE’,http://ticket.yes24.com/Pages/English/Perf/FnPerfDeail.aspx?IdPerf=35971,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5888,2020-03-07
B046-5887,KIM SUNG KYU Solo Concert ‘SHINE ENCORE’,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=204911,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5887,2020-02-07
B046-5886,2020 WJSN CONCERT 〈Obliviate〉,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=204810,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5886,2020-02-22
B046-5885,2020 Apink 6th Concert 〈Welcome to PINK WORLD〉,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=204896,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5885,2020-02-01
B046-5884,ATEEZ World Tour The Fellowship : Map The Treasure,http://ticket.yes24.com/Pages/English/Perf/FnPerfDeail.aspx?IdPerf=35786,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5884,2020-02-08
B046-5883,VICTON 1ST CONCERT 〈NEW WORLD〉,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=204684,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5883,2020-01-04
B046-5882,PARK JIHOON FANCON ASIA TOUR IN SEOUL［360］,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=204679,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5882,2019-12-21
B046-5881,The 14th Seoul Jazz Festival 2020 Blind,https://www.globalinterpark.com/detail/edetail?prdNo=19018025&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5881,2020-10-03
B046-5880,2020 Khalid Live In Seoul,https://www.globalinterpark.com/detail/edetail?prdNo=19018297&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5880,2020-04-09
B046-5879,2020 Kim Jin Ho Concert ［The well of song］ Encore,https://www.globalinterpark.com/detail/edetail?prdNo=19017814&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5879,2020-02-27
B046-5878,CRUSH ON YOU : From Midnight To Sunrise,https://www.globalinterpark.com/detail/edetail?prdNo=19016291&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5878,2019-12-28
B046-5877,J.Y. PARK CONCERT NO.1 X 50 - SEOUL,https://www.globalinterpark.com/detail/edetail?prdNo=19017165&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5877,2019-12-28
B046-5876,2019 이진아 연말 공연 ‘진아의 방’,https://www.globalinterpark.com/detail/edetail?prdNo=19017224&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5876,2019-12-28
B046-5875,PEPPERTONES LIVE 2019 : CIRCLE,https://www.globalinterpark.com/detail/edetail?prdNo=19017016&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5875,2019-12-21
B046-5874,PSY ALLNIGHT STAND 2019,https://www.globalinterpark.com/detail/edetail?prdNo=19016749&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5874,2019-12-20
B046-5873,GOT7 2019 WORLD TOUR ‘KEEP SPINNING’ IN SEOUL,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203567,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5873,2019-06-15
B046-5872,2019 Jung Seung Hwan Concert ‘Dear，My Universe’,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203487,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5872,2019-06-22
B046-5871,Seoul Park Music Festival 2019,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203475,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5871,2019-06-15
B046-5870,2019 Ginie Music Festival VER．UNIVERSE,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203217,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5870,2019-06-01
B046-5869,2019 MONSTA X WORLD TOUR ‘WE ARE HERE’ IN SEOUL,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203128,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5869,2019-04-13
B046-5868,HA SUNG WOON 1st FANMEETING ‘My Moment’,https://www.globalinterpark.com/detail/edetail?prdNo=19002623&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5868,2019-05-08
B046-5867,Jung So Min 1st Fan Meeting［HAPPY SSOMDAY］,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203028,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5867,2019-03-09
B046-5866,PENTAGON OFFICIAL FAN CLUB UNIVERSE 2nd Fan Meeting（UNIONE）,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203010,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5866,2019-02-24
B046-5865,Noel Gallagher‘s High Flying Birds Live in Seoul,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203038,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5865,2019-05-19
B046-5864,JESSIE J 1ST LIVE IN SEOUL,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203043,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5864,2019-04-26
B046-5863,CHORONG BIRTHDAY FANMEETING：RONG TIME NO SEE！,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203080,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5863,2019-03-01
B046-5862,Beautiful Mint Life 2019,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=203078,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5862,2019-05-11
B046-5861,god GREATEST 20th Anniversary [ PRESENT ],http://ticket.auction.co.kr/foreign/Perf/PerfDetail.aspx?Jenre=-1&CurPage=1&IdPerf=35920,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5861,2019-01-13
B046-5860,LOOΠΔ Concert［LOOΠΔVERSE］,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=202880,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5860,2019-02-16
B046-5859,THE BOYZ FAN－CON［THE CASTLE］,https://tkglobal.melon.com/performance/index.htm?langCd=EN&prodId=202870,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5859,2019-01-26
B046-5858,The 13th Seoul Jazz Festival 2019 Blind,https://www.globalinterpark.com/detail/edetail?prdNo=18017977&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5858,2019-05-25
B046-5857,"The musical, [Jack the Ripper] 10th Anniversary Show",https://www.globalinterpark.com/detail/edetail?prdNo=18018366&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5857,2019-01-25
B046-5856,2018 Kim Bum-soo Concert [Luxury Goods BACK : SockThree] - Seoul,https://www.globalinterpark.com/detail/edetail?prdNo=18015111&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5856,2018-12-29
B046-5855,BRANDNEW YEAR 2018,https://www.globalinterpark.com/detail/edetail?prdNo=18015169&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5855,2018-11-02
B046-5854,2018 Fly to the Sky Concert,https://www.globalinterpark.com/detail/edetail?prdNo=18015332&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5854,2018-09-02
B046-5853,2018 Victor Korea Open Badminton - Final (non-reserved),https://www.globalinterpark.com/detail/edetail?prdNo=18011004&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5853,2018-09-01
B046-5852,2018 Grand Mint Festival,https://www.globalinterpark.com/detail/edetail?prdNo=18010073&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5852,2018-09-01
B046-5851,2018 JOYOLPARK FESTIVAL,https://www.globalinterpark.com/detail/edetail?prdNo=18008332&dispNo=undefined,https://www.ksponco.or.kr/olympicpark/galleryThumbView.es?bid=0043&list_no=5851,2018-08-01
